Block Name,Point ID,Cp,Mach_0,Mach_1,Mach_2,Mach_Magnitude,P0oPinf0,PoPinf,Points_0,Points_1,Points_2,Points_Magnitude,Result,Utot_0,Utot_1,Utot_2,Utot_Magnitude,arc_length,density,p,pressure,rho,stagnationpressure,u,v,w
unnamed_block_0,34,0.0591110492965,0,0,0,0,0.990962494974,1.00057328495,0.53044770998,-2.16840434497e-19,0.0905053023797,0.538113354956,0.53044770998,0,0,0,0,0.104912808412,1.22286144423,0.714695203532,101383.088097,0.998254240186,101383.088097,0,0,0
unnamed_block_0,35,0.0604903565912,0,0,0,0,0.990975743611,1.00058666207,0.531814696379,-5.42101086243e-20,0.0900856506619,0.539390670795,0.531814696379,0,0,0,0,0.106342759243,1.22287779323,0.714704758624,101384.443535,0.99826758631,101384.443535,0,0,0
unnamed_block_0,36,0.0620847565488,0,0,0,0,0.990991058275,1.00060212527,0.532522125871,0,0.0898661906219,0.540051614903,0.532522125871,0,0,0,0,0.107083447568,1.22289669174,0.714715803761,101386.010343,0.998283013663,101386.010343,0,0,0
unnamed_block_0,37,0.0622700423354,0,0,0,0,0.990992837997,1.00060392225,0.532919184295,0,0.0897446848815,0.540422950525,0.532919184295,0,0,0,0,0.107498681281,1.22289888794,0.714717087321,101386.192422,0.998284806481,101386.192422,0,0,0
unnamed_block_0,38,0.0666604901067,0,0,0,0,0.991035009492,1.00064650274,0.534319935618,0,0.0893118843935,0.54173278126,0.534319935618,0,0,0,0,0.1089647715,1.22295092815,0.714747501958,101390.50689,0.998327288284,101390.50689,0,0,0
unnamed_block_0,39,0.0683743733718,0,0,0,0,0.991051471827,1.00066312474,0.535819564224,0,0.0888539501765,0.543136842671,0.535819564224,0,0,0,0,0.110532760564,1.2229712429,0.714759374811,101392.191114,0.998343871752,101392.191114,0,0,0
unnamed_block_0,40,0.0684070042163,0,0,0,0,0.991051785255,1.0006634412,0.535935239411,0,0.0888182903164,0.543245128407,0.535935239411,0,0,0,0,0.110653807557,1.22297162967,0.71475960086,101392.22318,0.998344187487,101392.22318,0,0,0
unnamed_block_0,41,0.0689403453401,0,0,0,0,0.991056908148,1.00066861378,0.536157685786,-5.42101086243e-20,0.0887503204874,0.543453478611,0.536157685786,0,0,0,0,0.110886406542,1.22297795139,0.714763295557,101392.747291,0.998349348075,101392.747291,0,0,0
unnamed_block_0,42,0.0718340835572,0,0,0,0,0.991084703324,1.00069667853,0.537489457397,0,0.0883411901977,0.544700911233,0.537489457397,0,0,0,0,0.112279605457,1.22301225102,0.714783341804,101395.590952,0.998377347775,101395.590952,0,0,0
unnamed_block_0,43,0.0722615002566,0,0,0,0,0.991088808782,1.0007008238,0.538215473831,0,0.088119625121,0.545381485387,0.538215473831,0,0,0,0,0.113038677881,1.22301731722,0.714786302715,101396.010972,0.998381483442,101396.010972,0,0,0
unnamed_block_0,44,0.0730580150063,0,0,0,0,0.991096459532,1.00070854875,0.539076964707,1.08420217249e-19,0.0878557046314,0.546189160195,0.539076964707,0,0,0,0,0.113939688733,1.22302675835,0.714791820536,101396.793702,0.998389190488,101396.793702,0,0,0
unnamed_block_0,45,0.0756030323204,0,0,0,0,0.991120905145,1.00073323145,0.54016967139,-2.71050543121e-20,0.0875227161824,0.547214308784,0.54016967139,0,0,0,0,0.115082006203,1.22305692457,0.714809451034,101399.294676,0.998413815978,101399.294676,0,0,0
unnamed_block_0,46,0.0767990871018,0,0,0,0,0.99113239359,1.00074483131,0.540659872276,0,0.0873728279885,0.547674272319,0.540659872276,0,0,0,0,0.115594610708,1.22307110147,0.714817736652,101400.470033,0.998425388958,101400.470033,0,0,0
unnamed_block_0,47,0.0773451143048,0,0,0,0,0.991137638336,1.00075012692,0.541115083741,0,0.0872344414789,0.548101616155,0.541115083741,0,0,0,0,0.11607039249,1.22307757356,0.714821519232,101401.006611,0.998430672296,101401.006611,0,0,0
unnamed_block_0,48,0.0782144202948,0,0,0,0,0.991145988266,1.00075855784,0.541915330405,0,0.0869902895831,0.548852927304,0.541915330405,0,0,0,0,0.116907055428,1.22308787749,0.714827541312,101401.860873,0.998439083667,101401.860873,0,0,0
unnamed_block_0,49,0.0797401523725,0,0,0,0,0.991160643355,1.00077335506,0.542772646497,0,0.086729980254,0.549658289541,0.542772646497,0,0,0,0,0.117803019618,1.22310596207,0.714838110755,101403.360201,0.998453846592,101403.360201,0,0,0
unnamed_block_0,50,0.0803021034635,0,0,0,0,0.991166041055,1.00077880511,0.543048429574,0,0.0866459896422,0.549917379598,0.543048429574,0,0,0,0,0.118091308931,1.22311262291,0.714842003647,101403.912427,0.998459284009,101403.912427,0,0,0
unnamed_block_0,51,0.0807632648901,0,0,0,0,0.991170470641,1.00078327765,0.543301745574,0,0.0865691972848,0.55015544409,0.543301745574,0,0,0,0,0.118356008878,1.22311808908,0.714845198323,101404.365608,0.998463746189,101404.365608,0,0,0
unnamed_block_0,52,0.0825989177385,0,0,0,0,0.991188102607,1.00080108062,0.544243287631,-1.08420217249e-19,0.0862830522081,0.551040398909,0.544243287631,0,0,0,0,0.119340072113,1.22313984717,0.714857914729,101406.169494,0.998481507895,101406.169494,0,0,0
unnamed_block_0,53,0.0838750731413,0,0,0,0,0.991200360441,1.00081345734,0.54533511112,0,0.0859528287849,0.552067271441,0.54533511112,0,0,0,0,0.120480741232,1.22315497351,0.71486675524,101407.423565,0.998493855926,101407.423565,0,0,0
unnamed_block_0,54,0.0838846263291,0,0,0,0,0.991200452202,1.00081354999,0.545342911854,0,0.085950462204,0.552074608602,0.545342911854,0,0,0,0,0.120488893052,1.22315508674,0.71486682142,101407.432952,0.998493948362,101407.432952,0,0,0
unnamed_block_0,55,0.0839065239707,0,0,0,0,0.991200662535,1.00081376236,0.54535234495,0,0.0859476138956,0.55208348325,0.54535234495,0,0,0,0,0.120498746791,1.2231553463,0.714866973115,101407.454471,0.998494160243,101407.454471,0,0,0
unnamed_block_0,56,0.0861090760835,0,0,0,0,0.991221818673,1.00083512368,0.546281734755,0,0.0856660739534,0.552957873579,0.546281734755,0,0,0,0,0.121469844184,1.22318145326,0.7148822312,101409.618907,0.998515472052,101409.618907,0,0,0
unnamed_block_0,57,0.0863957111429,0,0,0,0,0.991224571883,1.00083790359,0.546793236638,0,0.0855118336869,0.553439352895,0.546793236638,0,0,0,0,0.122004095282,1.22318485076,0.714884216852,101409.900581,0.998518245522,101409.900581,0,0,0
unnamed_block_0,58,0.0867970509431,0,0,0,0,0.991228426866,1.00084179596,0.547130372838,0,0.0854099163197,0.55375671435,0.547130372838,0,0,0,0,0.122356299722,1.22318960787,0.714886997116,101410.294976,0.99852212887,101410.294976,0,0,0
unnamed_block_0,59,0.0884606657237,0,0,0,0,0.991244406357,1.00085793043,0.54788622466,5.29395592034e-23,0.0851821848403,0.554468502069,0.54788622466,0,0,0,0,0.123145713178,1.22320932678,0.714898521735,101411.929801,0.998538225943,101411.929801,0,0,0
unnamed_block_0,60,0.0884628606095,0,0,0,0,0.99124442744,1.00085795172,0.547887114273,0,0.0851819162535,0.554469339859,0.547887114273,0,0,0,0,0.123146642452,1.2232093528,0.71489853694,101411.931958,0.99853824718,101411.931958,0,0,0
unnamed_block_0,61,0.0884634873151,0,0,0,0,0.99124443346,1.00085795779,0.547887550409,0,0.0851817850124,0.554469750655,0.547887550409,0,0,0,0,0.123147097906,1.22320936022,0.714898541282,101411.932574,0.998538253244,101411.932574,0,0,0
unnamed_block_0,62,0.0900120838364,0,0,0,0,0.991259308168,1.00087297676,0.548865749903,0,0.0848871287302,0.555391245917,0.548865749903,0,0,0,0,0.124168712596,1.22322771582,0.714909269118,101413.454371,0.998553237405,101413.454371,0,0,0
unnamed_block_0,63,0.0903141168761,0,0,0,0,0.991262209281,1.00087590601,0.549103374879,0,0.0848157175295,0.555615174598,0.549103374879,0,0,0,0,0.12441683593,1.22323129583,0.714911361438,101413.751177,0.998556159865,101413.751177,0,0,0
unnamed_block_0,64,0.0910254710214,0,0,0,0,0.991269042039,1.00088280504,0.549571642517,0,0.0846748384244,0.556056488606,0.549571642517,0,0,0,0,0.124905836444,1.22323972755,0.714916289314,101414.450221,0.9985630429,101414.450221,0,0,0
unnamed_block_0,65,0.0914058393691,0,0,0,0,0.991272695585,1.00088649402,0.549848740851,0,0.0845916864419,0.556317707098,0.549848740851,0,0,0,0,0.125195142059,1.22324423608,0.714918924299,101414.824006,0.998566723329,101414.824006,0,0,0
unnamed_block_0,66,0.0920348632848,0,0,0,0,0.991278737538,1.00089259457,0.550195543261,0,0.0844875160206,0.556644658816,0.550195543261,0,0,0,0,0.125557251695,1.22325169193,0.714923281835,101415.442145,0.998572809741,101415.442145,0,0,0
unnamed_block_0,67,0.0926452726866,0,0,0,0,0.991284600693,1.00089851459,0.550831278495,0,0.0842967484947,0.557244146829,0.550831278495,0,0,0,0,0.126220992259,1.22325892715,0.71492751042,101416.041991,0.998578716038,101416.041991,0,0,0
unnamed_block_0,68,0.0926479761928,0,0,0,0,0.991284626661,1.00089854081,0.550836117273,-4.23516473627e-22,0.0842952952367,0.557248710085,0.550836117273,0,0,0,0,0.126226044558,1.22325895919,0.714927529148,101416.044647,0.998578742197,101416.044647,0,0,0
unnamed_block_0,69,0.0926588224564,0,0,0,0,0.991284730843,1.000898646,0.550842667421,0,0.0842933347752,0.557254888304,0.550842667421,0,0,0,0,0.126232881798,1.22325908775,0.714927604285,101416.055306,0.998578847145,101416.055306,0,0,0
unnamed_block_0,70,0.0934670396104,0,0,0,0,0.991292493997,1.00090648444,0.551489869565,0,0.084099484083,0.557865395464,0.551489869565,0,0,0,0,0.126908491675,1.22326866759,0.714933203175,101416.849536,0.998586667423,101416.849536,0,0,0
unnamed_block_0,71,0.0935365602002,0,0,0,0,0.991293161762,1.00090715869,0.551962166622,0,0.0839581111357,0.558311022466,0.551962166622,0,0,0,0,0.127401493521,1.22326949162,0.714933684776,101416.917854,0.998587340102,101416.917854,0,0,0
unnamed_block_0,72,0.0935741015529,0,0,0,0,0.991293522358,1.00090752278,0.552037707006,0,0.0839354811415,0.558382301789,0.552037707006,0,0,0,0,0.127480350774,1.2232699366,0.714933944842,101416.954746,0.998587703351,101416.954746,0,0,0
unnamed_block_0,73,0.0936429678875,0,0,0,0,0.991294183838,1.00090819067,0.552123482178,0,0.0839098363347,0.558463248752,0.552123482178,0,0,0,0,0.127569877509,1.22327075288,0.71493442191,101417.02242,0.998588369699,101417.02242,0,0,0
unnamed_block_0,74,0.0939142352059,0,0,0,0,0.991296789438,1.00091082154,0.552571736019,0,0.0837756994248,0.558886295468,0.552571736019,0,0,0,0,0.128037770891,1.22327396823,0.714936301103,101417.288993,0.998590994471,101417.288993,0,0,0
unnamed_block_0,75,0.0933611224871,0,0,0,0,0.991291476633,1.00090545721,0.552897297135,0,0.0836785566904,0.55919363554,0.552897297135,0,0,0,0,0.128377516017,1.22326741215,0.714932469438,101416.745452,0.998585642573,101416.745452,0,0,0
unnamed_block_0,76,0.0930844724473,0,0,0,0,0.991288819331,1.00090277414,0.553055883089,0,0.0836311915101,0.559343352524,0.553055883089,0,0,0,0,0.12854302422,1.223264133,0.714930552957,101416.47359,0.998582965718,101416.47359,0,0,0
unnamed_block_0,77,0.0923665060952,0,0,0,0,0.991281923061,1.00089581099,0.553285616199,0,0.0835626465416,0.559560263948,0.553285616199,0,0,0,0,0.128782765152,1.22325562291,0.714925579276,101415.768048,0.998576018704,101415.768048,0,0,0
unnamed_block_0,78,0.0920010883196,0,0,0,0,0.99127841312,1.000892267,0.553497821981,0,0.0834992737312,0.559760634246,0.553497821981,0,0,0,0,0.129004231643,1.2232512916,0.71492304786,101415.408954,0.998572482935,101415.408954,0,0,0
unnamed_block_0,79,0.0919104286263,0,0,0,0,0.991277542308,1.00089138775,0.55364151579,0,0.0834563993697,0.559896328441,0.55364151579,0,0,0,0,0.129154185375,1.223250217,0.714922419819,101415.319863,0.998571605716,101415.319863,0,0,0
unnamed_block_0,80,0.0923611885869,0,0,0,0,0.991281871985,1.00089575942,0.554007398374,0,0.083347188443,0.560241868548,0.554007398374,0,0,0,0,0.129536019229,1.22325555988,0.714925542439,101415.762823,0.998575967252,101415.762823,0,0,0
